,n_cells,highly_variable,highly_variable_rank,means,variances,variances_norm,targeted
CHCHD10,105353,True,468.0,1.010544565581327,2.422310908074137,1.4791122081551056,0.0
CHCHD2,217206,False,,21.795314341801703,232.75470124230992,0.8930572942454232,1.0
CHGB,574,True,488.0,0.0030133882500791185,0.004499556034233032,1.4507968051322544,0.0
CHI3L1,1073,True,76.0,0.008686997481963244,0.03568173899796027,3.875454621901582,0.0
CHI3L2,4413,True,1328.0,0.022148632967476507,0.026253952516673566,1.1122987895353744,0.0
CHML,89568,True,1428.0,0.6577304645754883,1.0272283039116143,1.098893723502044,0.0
CHPF,112298,True,1433.0,0.9142537392157852,1.57932528072031,1.0982821541238266,0.0
CHRNA1,1246,True,233.0,0.0072009430024721705,0.015359152208847381,2.0087349443887748,0.0
CIITA,36157,True,837.0,0.2184133157819903,0.3122066079388883,1.2237508415616956,0.0
CIP2A,76895,True,784.0,0.581281217463892,0.9915346101144754,1.2448534634305661,0.0
CIT,25069,True,1315.0,0.13621248744421563,0.16958877174219342,1.1137352216383203,0.0
CITED1,830,True,412.0,0.004123342521797759,0.006693206842637522,1.547489537644975,1.0
CITED2,30212,True,197.0,0.18851793585198162,0.47761980589769976,2.20339914949095,0.0
CITED4,10581,True,421.0,0.06154742302558858,0.10325876331456389,1.5396890772839993,0.0
CKAP2,70083,True,335.0,0.5837717346934095,1.3391921199850492,1.6721490640443177,0.0
CKAP2L,53233,True,542.0,0.37770092694941454,0.6609290009753391,1.394377536168941,0.0
CKAP5,77587,True,838.0,0.5574126140340416,0.9242021025197577,1.2237114544400252,0.0
CKB,25795,True,220.0,0.16084246446541026,0.3685229122036703,2.0302383288957215,0.0
CKLF,167938,True,1087.0,2.428731303921074,6.593100553904222,1.1537193350633728,0.0
CKS1B,169749,True,289.0,3.82728744605026,21.110309486334145,1.789922066612129,1.0
CKS2,152420,True,130.0,3.2698060331977232,25.00754799933516,2.738124288665069,0.0
CLDN1,7104,True,1191.0,0.036380815220133284,0.04403799259571584,1.133887514809575,0.0
CLDN3,2853,True,322.0,0.015543946391960628,0.02815408054854828,1.7040852347012219,0.0
CLDN6,574,True,1180.0,0.0028253381461929026,0.003285202644189,1.1353361420522998,0.0
CLDND2,28763,True,1293.0,0.15777862374843482,0.19853785944366628,1.1173415876003399,0.0
CLEC2B,156151,True,198.0,2.6540749540194564,14.31537058473899,2.1826513081255663,0.0
CLGN,22842,True,604.0,0.13503832094190169,0.20433435349371926,1.353455780653611,0.0
CLMP,78703,True,1044.0,0.5579217252909043,0.8783506806160664,1.1616676466755342,0.0
CLSPN,116218,True,475.0,1.3397331523159977,3.5081441005859664,1.4702310024696452,0.0
CLU,82739,True,449.0,0.6429983442417683,1.367572762526109,1.506696802485783,0.0
CMSS1,132711,False,,1.2090887825819738,1.984044424371933,0.9548148876732372,1.0
CMTM8,23725,True,1429.0,0.12691088718369742,0.1560014665756261,1.0988936277051065,0.0
CMYA5,1298,True,1182.0,0.0063524242410343676,0.00765138970776949,1.1350077038652728,0.0
CNN1,1066,True,877.0,0.0053892407821049685,0.006901322053704795,1.2092142730833315,0.0
CNTRL,37959,True,1118.0,0.2193902590046187,0.2940608264198366,1.1470779820594086,0.0
COA6,195535,True,750.0,4.20559838919033,17.418151259974692,1.2646135802887581,0.0
COL12A1,36718,True,1167.0,0.21005655262880285,0.2780211075869652,1.1368209923849977,0.0
COL13A1,15658,True,1195.0,0.08358597788347315,0.10486239778308298,1.1334761971906875,0.0
COL18A1,138349,True,1298.0,1.3983864383768982,2.8261654681144237,1.1164575388217004,0.0
COL1A1,106111,True,117.0,1.4789406816586936,8.014227918407675,2.9260341683098257,0.0
COL22A1,655,True,208.0,0.003751828901924991,0.008333551979847472,2.127817850146733,0.0
COL3A1,6912,True,149.0,0.04730606759713246,0.1275172925192463,2.5105690348867205,0.0
COL4A1,77319,True,648.0,0.5835974443532224,1.0587776741329913,1.3225225900926973,0.0
COL5A2,94835,True,678.0,0.7914340884385879,1.5509199925862331,1.3019615648399567,0.0
COL5A3,1931,True,1056.0,0.009861163984277176,0.012103136770081615,1.1584094739785078,0.0
COL6A1,192695,True,653.0,4.260013668031941,18.548823650192492,1.3183626353987503,0.0
COL6A2,174224,True,870.0,2.7638228292826117,8.475959422036285,1.212756920030315,0.0
COL7A1,40417,True,1028.0,0.23967215069693204,0.328910000483087,1.1654224984213484,0.0
COL8A1,107205,True,671.0,0.9770028482710857,2.048520324554181,1.3071704207753638,0.0
COL9A3,6593,True,1041.0,0.033977443160709456,0.04210642355070052,1.1619349273466222,0.0
COLEC10,25364,True,334.0,0.16396134423718164,0.310599239843795,1.6749636680620728,0.0
COLEC12,59636,True,981.0,0.3920752934269609,0.5830920518289268,1.1770286529677376,0.0
COMT,77570,True,1460.0,0.5304664101235168,0.7764779286449958,1.093684189423337,0.0
CORO1A,7288,True,896.0,0.036862406949597984,0.047373876672259,1.2035991734900906,1.0
COTL1,198056,True,719.0,5.346562581698597,26.278864591033454,1.276998165190958,0.0
COX7B2,2206,True,1162.0,0.011127062244584386,0.01340668428074908,1.137480762250656,0.0
CPA4,11237,True,498.0,0.06509744205992836,0.10234133545925915,1.4386745015136637,0.0
CPED1,4699,True,953.0,0.024295156104519166,0.030685829020915333,1.1851906160068917,0.0
CRABP2,10171,True,489.0,0.054961082801671356,0.08634934065105632,1.4502454549025963,0.0
CREB5,22622,True,1367.0,0.1208198984529439,0.14941962075596327,1.106843292211853,0.0
CREBRF,17091,True,1324.0,0.08850738669981241,0.10922125323974924,1.1125221918330932,0.0
CRELD2,85404,True,272.0,0.6850435955179863,1.8229259751616456,1.8500751421559896,0.0
CRH,636,True,161.0,0.0034399409247478524,0.008638511206491176,2.418006655762029,0.0
CRIP2,124006,True,913.0,1.2048461887747848,2.4801774078207175,1.1991839377861102,0.0
CSF1,91328,True,1062.0,0.7001472294715793,1.1733225637022306,1.1575355787713855,0.0
CSF2,1637,True,314.0,0.00856315960867232,0.01579175227271313,1.739779729729074,0.0
CSF3,3460,True,60.0,0.027744270205066344,0.13212724587677818,4.4683664981338245,0.0
CSGALNACT1,79734,True,1010.0,0.5710852325629394,0.910730993199789,1.1695079951294505,0.0
CSNK1E,82196,True,1136.0,0.5858678053635559,0.9202717835565943,1.1438044122815427,0.0
CSNK2B,163844,True,1375.0,2.0791599205602975,4.986445556634118,1.1053344626492734,0.0
CSRNP1,15634,True,1245.0,0.08023776871671857,0.09973269460554834,1.1252493317901433,0.0
CSRP2,69425,True,919.0,0.4718681631174121,0.7370781621386432,1.1980657893255133,0.0
CST3,208389,True,1343.0,6.382337967315975,30.886776380091366,1.109518619506967,1.0
CST7,2785,True,104.0,0.018827943328119913,0.06189955001989536,3.0882946697184694,0.0
CTC1,6005,True,1469.0,0.029707329826122453,0.03460406384888071,1.0927414171129073,0.0
CTGF,53794,True,135.0,0.4900218780242814,1.7185429379772503,2.6682757664649923,0.0
CTH,14553,True,693.0,0.08080650561627688,0.11548324963101674,1.2933203542802656,0.0
CTHRC1,102387,True,599.0,0.9133547679874511,1.9520432651233905,1.359203331107165,0.0
CTPS1,108354,False,,0.8358276727194338,1.2289158894683267,0.9601644692333444,1.0
CTSA,170979,True,2400.0,2.2861709788237237,5.341591984981625,1.0255866936210445,1.0
CTSB,183781,True,585.0,3.3421915634302173,12.933774476566908,1.3670486443199636,1.0
CTSC,191544,True,541.0,4.277584886275553,19.765226555993454,1.3952765897021762,0.0
CTSD,176497,True,363.0,3.483719906250143,16.397452431397006,1.6206895948107591,1.0
CTSL,209569,True,1306.0,7.407834809450206,40.18500883644546,1.1150691265797097,1.0
CTSO,16038,False,,0.07911864126920061,0.08474770641163248,0.9704137120816041,1.0
CTSS,103171,True,502.0,0.962633068381439,2.207289826021815,1.4358475221853635,0.0
CTSW,4499,True,695.0,0.02373559238076018,0.03270329368712622,1.2928559121350072,0.0
CXCL1,54535,True,38.0,0.7282721864723176,6.7927208562951,6.364308044651384,0.0
CXCL10,37535,True,9.0,1.1746068147523012,35.85512688015445,17.932861219043662,0.0
CXCL11,45142,True,62.0,0.654010741788861,4.068539074729271,4.38456017241442,0.0
CXCL12,1082,True,720.0,0.0055772908859911844,0.007545971646879821,1.2767956579712572,0.0
CXCL2,40200,True,209.0,0.3030679686460851,0.7751331393308548,2.1194898666559134,0.0
CXCL3,50406,True,49.0,0.49692010622537575,3.2994077855449313,5.036187308786379,0.0
CXCL8,135166,True,26.0,4.734431974021566,142.02059545990087,8.467718451662797,0.0
CXCL9,18441,True,41.0,0.24720791461607966,1.6516103025236817,5.657727591425799,0.0
CXXC5,80264,True,374.0,0.7044815550367615,1.6446683013620853,1.6095266961740637,0.0
CYB5D2,27119,True,527.0,0.16167722346314906,0.2570926305711496,1.4082293541418325,0.0
CYB5R3,95997,True,1257.0,0.7395781256449889,1.2238563583973725,1.1236335965733961,0.0
CYBA,205307,True,1434.0,5.563127502557022,24.172520225200675,1.0981791754942722,0.0
CYGB,61364,True,285.0,0.4837474257775413,1.1435936952622041,1.8036406540646153,0.0
CYP1A1,1786,True,341.0,0.00979236516578222,0.017255250751612584,1.6630971744729175,0.0
CYP1B1,52990,True,458.0,0.3608268700665514,0.6686897440296651,1.4902742052392661,0.0
CYP1B1-AS1,8559,True,1421.0,0.042435111247689505,0.04993620187837906,1.0997431171486622,0.0
CYP24A1,2512,True,866.0,0.012980043756048562,0.016701065359958397,1.2136646298985356,0.0
CYP27A1,5441,False,,0.026079338797488385,0.02780270646435597,1.0004244759127343,1.0
CYP2S1,26166,True,380.0,0.16964412664486508,0.30672659539591646,1.592602402641423,0.0
CYR61,111796,True,167.0,1.7641255440839896,8.43624468804479,2.3876283946787002,0.0
CYTL1,12363,True,1263.0,0.063015131153481,0.0771616005112998,1.1224211079433468,0.0
DAG1,45435,False,,0.2503451407394497,0.2883218585314132,0.9742876857164694,1.0
DBF4,98368,True,644.0,0.8545638842895604,1.7462200205805416,1.3254306117340624,0.0
DBF4B,29292,True,1362.0,0.16106262068459412,0.20130683960642257,1.1073399811339506,0.0
DCBLD2,178502,True,371.0,3.549335632742734,16.82141612132159,1.612989502865766,0.0
DDIT3,86768,True,88.0,0.8908346214001018,4.808319901411356,3.4579540734255882,0.0
DDIT4,76342,True,146.0,0.9300637077059263,3.7562474723891097,2.5548453712486796,0.0
DDR1,36207,False,,0.18953157177780733,0.20629184986851098,0.9459006049619435,1.0
DDR2,44944,True,1345.0,0.2607200025684892,0.3429023702403143,1.1090779240518491,0.0
DDT,196942,True,1166.0,4.282382457218602,16.135036918791492,1.1368998167544118,0.0
DDX10,186526,True,270.0,4.538002174042664,29.016382830447462,1.8568361633749508,0.0
DDX17,153163,False,,1.654065780843657,3.1764725463404924,0.98766288745875,1.0
DDX39A,153210,True,1064.0,1.8722268342911659,4.464212961525622,1.1573147523017078,1.0
DEPDC1,66107,True,269.0,0.6094566269315268,1.5793557755804268,1.865495028098247,0.0
DEPDC1B,32652,True,906.0,0.1926412783737794,0.26687584814212556,1.2012939999927046,0.0
DHCR24,19092,True,1363.0,0.10127186082457677,0.12471869094969873,1.1073336126108506,0.0
DHCR7,36954,True,621.0,0.21482660404445322,0.3362073859072377,1.3416460770319485,0.0
DHFR,83602,True,1200.0,0.6192535786852087,0.9785718094519399,1.132190507326443,0.0
DHRS2,1411,True,15.0,0.01942878634297587,0.3111358262824217,13.319877721600179,0.0
DHRS9,1336,True,934.0,0.00674228421250579,0.008540673324317164,1.1930172756944133,0.0
DIAPH3,64925,True,656.0,0.4712764932783554,0.8083295984848649,1.3158748617487612,0.0
DIO2,66671,True,171.0,0.6249684672081898,2.0354535544294037,2.3270364336998326,0.0
DKK1,71897,True,145.0,0.8155641273787192,3.177728641033085,2.5640620556748748,0.0
DKK3,74612,True,751.0,0.5486338847940851,0.9359115912896468,1.2641195373166747,0.0
DLC1,41150,True,947.0,0.2473822049562669,0.3471383843827145,1.1882433250007696,0.0
DLGAP5,72709,True,177.0,0.8205268154861554,2.8539771141527335,2.2845355324317596,0.0
DLL1,1648,True,1426.0,0.007962316593816363,0.009284110236362575,1.0991556814198808,0.0
DLL3,35291,False,,0.18680713856540704,0.20941783114564988,0.9761710802097678,1.0
DLX2,34958,True,1344.0,0.19629220234191178,0.2516868750349759,1.1091433846678058,0.0
DMKN,2485,True,1224.0,0.012475519087085545,0.014925130893027142,1.1289578568509473,0.0
DNAAF5,77774,True,1291.0,0.5063914102381815,0.749634647105544,1.1181002892551417,0.0
DNAJB1,113839,True,759.0,0.9953262669302426,2.024025746775312,1.2606634746351104,0.0
DNAJB9,48609,True,234.0,0.33109202071303095,0.8114741374913532,2.003753753019592,0.0
DNAJC3,113606,True,890.0,0.9342008099914231,1.782631634852236,1.2055298244358275,0.0
DNAJC9,80471,True,2180.0,0.544694005788274,0.7601993764984459,1.03607613308659,1.0
DNER,134771,True,962.0,1.394107151866512,2.983029312415632,1.183458639953567,0.0
DNMT1,173064,False,,2.3493007746746963,5.10521360251611,0.9402072864738134,1.0
DNPH1,38260,True,1283.0,0.2211606819338889,0.28954736168092127,1.1197029689945213,0.0
DOCK10,76575,True,897.0,0.5536057460773207,0.9009945274545113,1.203287230176776,0.0
DOK7,7648,True,786.0,0.040738073724813896,0.05415025927722179,1.2431274037445181,0.0
DPYSL3,67300,True,1273.0,0.44075275080609283,0.6360224177786886,1.12122627128549,0.0
DRAXIN,3056,True,641.0,0.01645209079609406,0.023217351831040508,1.3270072714713732,0.0
DSCC1,46772,True,1240.0,0.2827723171900728,0.3807092782541513,1.1261528240333427,0.0
DSCR8,27910,True,427.0,0.1876373109752462,0.3304548889032658,1.5326220178838756,0.0
DSEL,43342,True,822.0,0.26646241061886833,0.38924531841479626,1.229612184141109,0.0
DSP,37836,True,797.0,0.22667376058928482,0.3292018203237465,1.23959570514929,0.0
DST,150403,True,514.0,1.9494512147578051,5.850760468195045,1.428292645780682,0.0
DTL,64974,True,654.0,0.47325331266311055,0.8135395626799314,1.3176671949023648,0.0
DTX3L,56945,True,1474.0,0.3525389057318589,0.47658445363695784,1.0922451592094728,0.0
DTYMK,180683,True,925.0,3.3563962261554763,11.392139412918237,1.1958899863923815,0.0
DUSP1,94756,True,156.0,1.0936214322079376,4.436347038086165,2.4399014192145314,0.0
DUSP2,5720,True,884.0,0.028413912038417262,0.03656892212361123,1.2074641531679404,0.0
DUSP4,192921,True,1187.0,3.904860407197274,13.82910074683407,1.134597216088666,0.0
DUSP5,14275,True,762.0,0.0763942080568003,0.10592121155554032,1.2584701208507492,0.0
DUSP6,146888,True,512.0,1.7812656230650332,5.120758797405212,1.4288317341287882,0.0
DUT,186122,True,1174.0,3.6974549023744765,12.667618622210124,1.1364371075726727,0.0
E2F1,64818,True,704.0,0.4665293748022034,0.7802119844081986,1.2857336798613872,1.0
E2F8,14874,True,1467.0,0.07797658088218432,0.0939948453323049,1.0929060675773892,0.0
ECT2,71894,True,707.0,0.5187935439188724,0.887691116903133,1.2852035286304966,0.0
EDIL3,46507,True,1448.0,0.2736816999729391,0.35728497042824353,1.096107835253722,0.0
EDN1,51906,True,66.0,0.699440894935031,4.135260757178934,4.084991622314093,0.0
EEA1,80557,False,,0.532906474886138,0.7155048594931742,1.002081573356327,1.0
EEF1G,4780,False,,0.022267884252867763,0.022460116784017978,0.9464579009695219,1.0
EGFR,153319,True,1023.0,1.892605044329372,4.574492707807594,1.1670081627363744,0.0
EGR1,12566,True,46.0,0.10340462419792044,0.6057247426798318,5.219854618356976,0.0
EGR3,701,True,1034.0,0.0035270860948414646,0.004266865744420644,1.1630369219343892,0.0
EIF2S3,104863,False,,0.7318038591550587,0.9136868944999914,0.8506275520507478,1.0
EIF3K,207758,False,,5.366546345177432,17.27270011708475,0.8340690714928899,1.0
EIF3L,124458,True,863.0,1.1955996275690626,2.4860725706238473,1.214435976571026,0.0
EIF4A1,205130,False,,5.075830057745142,16.11374469858697,0.8548102264668053,1.0
EIF4A2,117498,True,1340.0,0.9562026721461103,1.692058650419926,1.1102972160450684,0.0
EIF4EBP1,173937,True,524.0,3.103844936636288,11.848650375594813,1.4103774271512424,0.0
EIF5,211964,True,1478.0,8.305806161622185,48.08648821689014,1.0916893191721553,0.0
ELF3,501,True,939.0,0.0024400647626211434,0.0029386489939103077,1.1907221302012294,0.0
ELFN1-AS1,18915,True,1356.0,0.10037747618414233,0.12363772638907564,1.1077045579311235,0.0
EMID1,25780,True,674.0,0.1489861347447793,0.21776982279681817,1.304651603457978,0.0
EMP1,22998,True,2882.0,0.11786613584556041,0.13293403557853414,1.0101314155294314,1.0
ENAH,137207,True,1163.0,1.390561719420072,2.85671203391048,1.1373599901431093,0.0
ENC1,74237,True,1220.0,0.4989060987859302,0.7434640322917021,1.1292998814917505,0.0
ENPP1,6847,False,,0.032289578813633174,0.03302670949865004,0.9593388222893277,1.0
EPB41L3,1841,True,951.0,0.009517169891802391,0.011958444738125311,1.18582320047276,0.0
EPHA2,89212,True,1102.0,0.6693482917253367,1.0994926646305003,1.1497986093275934,0.0
EPHB2,63015,True,1169.0,0.4137469212528723,0.5993721745458531,1.1367541797460499,0.0
EPHB6,3868,True,1055.0,0.01971774138065469,0.024328444450682364,1.1586259939798695,0.0
EPHX1,138753,True,1133.0,1.4517926678805837,3.054305756359533,1.1447672533826798,0.0
EPRS,145380,True,1243.0,1.5818178482481529,3.3939036734800485,1.1256246694855285,0.0
EPSTI1,89826,True,496.0,0.8135918945818638,1.7816499031282935,1.4421742858792828,0.0
EREG,149751,True,174.0,2.5870236255142713,14.5832130445002,2.3140642583503777,0.0
ERICH1,43035,True,1031.0,0.23575520463061914,0.3226264148626452,1.164021945509001,0.0
ERN1,19428,True,1295.0,0.10239098827209474,0.12724273058171867,1.1171428569898936,0.0
ERRFI1,43703,True,522.0,0.2755897205391993,0.4635544203520813,1.4112462123355929,0.0
ESCO2,37848,True,727.0,0.23658079045255861,0.35391158048894134,1.2720199943573482,0.0
ESM1,4974,True,55.0,0.03700917776238723,0.18068658299759252,4.572118882488926,0.0
ETHE1,87054,True,710.0,0.6670733441271035,1.2204913763953027,1.2819731216307844,0.0
ETS1,51148,True,1148.0,0.30757658455145465,0.4244535708586116,1.1411495447831095,0.0
ETV4,106714,True,1416.0,0.8747219381085829,1.4939968399062258,1.1001438773208552,0.0
ETV7,71804,True,587.0,0.5676177721107937,1.0549929595304914,1.3652729394068872,0.0
EVA1A,75120,True,1379.0,0.5095378095373508,0.7464656331124119,1.1049430356283076,1.0
EXO1,32480,True,1072.0,0.18736211570126635,0.24883388941513,1.1559981424600583,0.0
EXOC3L1,11968,True,1350.0,0.06191435005756168,0.07482235232756648,1.1087322295659263,0.0
F2RL1,60188,True,1400.0,0.3776550610704179,0.5224205366631571,1.1023226213629085,0.0
F3,70202,True,140.0,0.7269787686846124,2.807225460193184,2.6363330634088005,0.0
FABP4,1431,True,1067.0,0.0071367307718768775,0.0087645292163271,1.1565317851526837,0.0
FABP5,128713,True,639.0,1.4337994835502026,3.481636340826859,1.3280847783555052,0.0
FADS1,89634,True,791.0,0.6559416952946194,1.1559942866005664,1.2410239180080522,0.0
FAH,114508,True,1292.0,0.9866759621514767,1.7746795963335815,1.1180066896263277,0.0
FAM107B,68062,True,1454.0,0.4398446064019594,0.6195764814075344,1.0948638967216215,0.0
FAM110A,22374,True,1017.0,0.12312236557857513,0.16077395915355994,1.1680099122870622,0.0
FAM111A,70896,True,688.0,0.5291592325721126,0.917832598767876,1.296744056946349,0.0
FAM111B,52400,True,396.0,0.40517917505630036,0.8066215574077957,1.5672025397968767,0.0
FAM129A,38701,True,698.0,0.23613130483839156,0.35876570699378985,1.2921548157027685,0.0
FAM133A,4153,True,192.0,0.0297394359414201,0.07027221293495398,2.2166856012170992,0.0
FAM155A,33736,True,1084.0,0.19311828351534444,0.2571333449800352,1.1542013587205666,0.0
FAM162A,77868,True,1246.0,0.5263476541896187,0.7911964440044938,1.1252260922283348,0.0
FAM20C,98545,True,768.0,0.8244024822613712,1.579601740311882,1.2566284267684324,0.0
FAM213A,91692,True,1159.0,0.6861030973228086,1.1239371624234311,1.1383963901462613,0.0
FAM43A,80311,True,281.0,0.743710641342586,1.998674759969803,1.8215624885734674,0.0
FAM83D,47985,True,199.0,0.43171258605585544,1.204388709775154,2.1749184736025495,0.0
FAM84A,11782,True,804.0,0.06385906332701913,0.0862644375501033,1.2374097327688118,0.0
FAM84B,26496,True,479.0,0.1647273044164255,0.27328308945677,1.4661041136686204,0.0
FAM89A,57512,True,1037.0,0.36233585748554076,0.5242715529087393,1.16256319446052,0.0
FAM89B,71329,True,1413.0,0.4614474354093759,0.6593374020452158,1.100976065740381,0.0
FARSA,65069,False,,0.39056171942007184,0.4747759345501507,0.9627341998349883,1.0
FASN,87773,True,1040.0,0.6313071316855252,1.0298295789504917,1.1620046068625365,0.0
FAT1,90402,True,436.0,0.7461507061052072,1.6742886489681246,1.519339239688605,0.0
FBL,152776,False,,1.548321996816908,2.5595371818164505,0.8753858856178802,1.0
FBLN1,32381,True,473.0,0.20677255569264358,0.354775483860963,1.4758166612649335,0.0
FBXO32,45436,True,447.0,0.30504478803084023,0.5556038327427596,1.5079611667566288,1.0
FBXO5,88050,True,530.0,0.7708403087690974,1.6171992989243666,1.405741822895626,0.0
FDCSP,829,True,700.0,0.00423342063138969,0.005729099065052864,1.2885677114260223,0.0
FDFT1,113012,True,901.0,0.9501942419975508,1.817563773466981,1.2024338717459426,0.0
FDPS,181994,True,287.0,2.8330619602159364,13.059566089188992,1.7971310792973574,0.0
FEN1,110026,True,1027.0,1.0062973851862385,1.898215596717076,1.1654942442126213,0.0
FENDRR,25859,True,1419.0,0.13984506506074937,0.17192501796248624,1.0998571206003274,0.0
FERMT1,12003,True,91.0,0.0662578487985433,0.24470860868095268,3.376693008483526,0.0
FGF1,3533,True,1014.0,0.01807574291257505,0.02248247226102322,1.1687316429328583,0.0
FGF14,8461,True,1165.0,0.043480853288812855,0.05293772995340839,1.1371939652042558,0.0
FGF2,32739,True,1140.0,0.18475234718635766,0.24225088155989488,1.1434979034358386,0.0
FGF5,29547,True,206.0,0.23746141532929407,0.5996574268398108,2.1465124235392605,0.0
FGFR1,92138,True,891.0,0.721364785095424,1.2703113880667887,1.2051976257793504,1.0
FHL2,164127,True,747.0,2.3572768510322115,6.909907820226717,1.2659742351510517,0.0
FIBCD1,11877,True,703.0,0.06494149807133978,0.09125284749897489,1.286036173861596,0.0
FICD,27361,True,1244.0,0.1476422644901778,0.1860759519785042,1.125596036207445,0.0
FJX1,56762,True,1249.0,0.34700748072486437,0.4815639191233355,1.1247871382703454,0.0
FKBP1A,216256,True,857.0,14.789943447371197,152.3173650389061,1.2164263737175849,0.0
FKBP4,180381,False,,2.800887046099795,7.166338457090136,1.0040904945239257,1.0
FLNC,54416,True,548.0,0.37889802639122677,0.6624771084168121,1.392381490818322,0.0
FLRT2,9600,True,452.0,0.05142941011893022,0.08337685424828412,1.502742411324442,0.0
FLRT3,11528,True,388.0,0.06670733441271036,0.11498540783346163,1.5754239694784298,0.0
FMN1,24708,False,,0.12659441261862062,0.1404092521869189,0.9915469439860112,1.0
FMOD,703,True,1277.0,0.003375728694152559,0.003923914871075498,1.1205743304250955,0.0
FN1,211606,True,212.0,14.33109660730093,247.60006970787595,2.096456496653602,0.0
FOS,8141,True,24.0,0.07249560834208607,0.7417837065973579,9.312658824570295,1.0
FOSB,3077,True,98.0,0.02304760419581061,0.07847314443651696,3.194831657628631,0.0
FOSL1,166406,True,579.0,2.525008370522917,8.325091465523169,1.3717976718671672,0.0
FOXA2,7890,True,757.0,0.04260940158787673,0.057498457336512494,1.2610006299880636,0.0
FOXC1,56741,True,793.0,0.3595701449820435,0.5543152601709261,1.240572140335382,0.0
FOXC2,25678,True,1181.0,0.14025327138381943,0.17797966854578354,1.1352589823606594,0.0
FOXM1,91535,True,673.0,0.7829122081210126,1.5322485287182295,1.3048176136679421,1.0
FOXQ1,5818,True,510.0,0.0325143216207167,0.04957439009123286,1.4300068888380224,0.0
FPR1,60657,True,318.0,0.4718681631174121,1.0553796491179694,1.7154412073326664,0.0
FPR2,5851,True,630.0,0.03227581904993418,0.04600311458883547,1.3368412716534965,0.0
FRMD6,80030,True,536.0,0.6270003256477409,1.2290010112676697,1.3991404999835695,0.0
FRZB,1935,True,347.0,0.010007934797066418,0.017439033355070774,1.6447067050945543,1.0
FSCN1,116128,True,806.0,1.0868378687043347,2.2296831507820185,1.2364885224552478,0.0
FST,10138,True,122.0,0.06983538736028107,0.21905041780364964,2.8600964875280273,0.0
FSTL3,53670,True,1186.0,0.3336467501731437,0.46364745858451045,1.1346070087008715,1.0
FTH1,217989,True,2426.0,202.4818164722718,29657.457774124905,1.0247037201457907,1.0
FXYD5,169149,True,658.0,2.5614855040889433,8.15361702767283,1.3139441805333092,0.0
FYB1,16279,True,729.0,0.09123640650011237,0.1287787942809562,1.2715140252273993,0.0
FZD8,47220,True,1085.0,0.28528576735908856,0.39409623288177403,1.1541921513992033,0.0
G0S2,45473,True,22.0,1.1474175216830942,19.335651956350905,9.976444015960947,0.0
G6PD,163996,True,634.0,2.4480958780334547,7.710591291880002,1.3328398570234303,0.0
GAA,13669,False,,0.06618904998004835,0.06940376753111087,0.9587377520716515,1.0
GABBR2,5007,True,355.0,0.030376971659473367,0.05269928043764726,1.6274185920812474,0.0
GABRA2,10197,True,664.0,0.05623615423777789,0.07986886202969903,1.3092404620699458,0.0
GABRG3,5474,True,809.0,0.029143179514463807,0.03835700438188931,1.2347401827605817,0.0
GADD45A,133257,True,224.0,1.5933347704642085,6.1696744153962015,2.024977290600565,0.0
GADD45B,77698,True,42.0,0.6068239254771198,4.624360247684047,5.492899855513016,0.0
GADD45G,5215,True,54.0,0.03235379104422847,0.15813607715581618,4.5842799596647135,0.0
GAL,1488,True,501.0,0.008049461763909974,0.012259424080634134,1.4358778662549265,0.0
GAPDH,217523,True,825.0,45.46178684291395,1377.6287891218,1.2285792452665087,0.0
GARS,135376,True,1360.0,1.3122594907970113,2.568950774710097,1.1074564115590837,0.0
GAS2L1,88230,True,1404.0,0.6413838653010866,0.9967825931771155,1.1017830603244696,0.0
GAS2L3,19192,True,581.0,0.11529306003384902,0.1763683154758113,1.3709368154383086,0.0
GAS6,22402,True,904.0,0.12475060428295578,0.1677318682822438,1.2022322191617956,0.0
GATA3,23675,True,1347.0,0.1276997803024396,0.15841497214468864,1.1089833575872903,0.0
GBP1,170464,True,112.0,10.686291147426696,205.42459273487424,2.974927112214306,0.0
GBP2,124298,True,261.0,2.0318079870841683,8.269657800487902,1.8976534777272631,0.0
GBP3,98491,True,1000.0,0.7972636416590606,1.4089633689945005,1.171387425115023,0.0
GBP4,117265,True,258.0,1.8228476289633853,7.073182404039876,1.9076316109500664,0.0
GBP5,16555,True,182.0,0.12049883729996744,0.30561609416512336,2.270098699513096,0.0
GCHFR,33248,True,429.0,0.20754768904768675,0.3692461427669941,1.5297441133815919,0.0
GCLC,87259,True,1095.0,0.6332564315428824,1.0252593005708617,1.1522175416928297,0.0
GCNA,709,True,37.0,0.0049810344590348905,0.040997819510414236,6.40318389823177,0.0
GDF15,43106,True,17.0,0.7617129988487664,14.83857556177131,13.103075563898212,0.0
GEM,13184,True,895.0,0.06920243823012746,0.09134632388791074,1.204152846678891,0.0
GFPT2,104794,True,820.0,0.8932150605200273,1.715987235646744,1.2298135391502416,0.0
GGT5,23971,True,830.0,0.13707017938145274,0.1880264633079521,1.2271613973622932,0.0
GINS2,116225,True,686.0,1.1992597247129944,2.666660675880862,1.2973596825589992,0.0
GJA5,864,True,131.0,0.006168960725047815,0.017780919467516587,2.7167796849984,0.0
GLIPR1,166958,True,385.0,2.8459823783292895,11.568611487905695,1.5805620721193825,0.0
