,n_cells,highly_variable,highly_variable_rank,means,variances,variances_norm,targeted
GLRX,168110,True,362.0,2.6242988253748387,10.450405867576743,1.6216950589543475,0.0
GMFG,2099,True,1092.0,0.010498699702330446,0.01281942739114324,1.1526560975359366,0.0
GNG11,215284,True,586.0,13.992560554426746,154.41124422407592,1.3665714531906208,0.0
GNG2,82860,True,942.0,0.6128002495103817,1.014753272837723,1.1901274249470297,0.0
GNLY,846,True,16.0,0.017928972099785806,0.2536528471286101,13.294684632715818,0.0
GOLGA4,170195,True,1060.0,2.283652942066808,6.019831430431366,1.1577536144698066,0.0
GOLGA7B,37456,True,772.0,0.2277745416852041,0.3350586099152173,1.2550449676717013,0.0
GOLGB1,105214,True,1009.0,0.8463905846523596,1.5217747748922414,1.1696275450026428,0.0
GOT1,68627,True,1497.0,0.44152788416113603,0.6195101420526012,1.089880275036798,0.0
GPATCH4,164955,True,2869.0,2.0676475849321414,4.520934502168312,1.0105468394161323,1.0
GPCPD1,64745,True,979.0,0.42465841386617253,0.6398830939222724,1.177723424379759,0.0
GPI,149191,False,,1.428075421851422,2.1871743036501003,0.839014939517047,1.0
GPNMB,6288,True,508.0,0.034715883812555325,0.053003932904431804,1.431214245528669,1.0
GPR84,2040,True,413.0,0.011535268567654465,0.018896777446507314,1.5465065976008585,0.0
GPRC5A,76357,True,432.0,0.6131304838391576,1.3022315230788175,1.526221855023597,0.0
GPRC5C,32499,True,665.0,0.19688845876886807,0.2980799039124376,1.30911553002599,0.0
GPSM2,27277,True,1091.0,0.151091378590725,0.19532875806778852,1.152671554420775,0.0
GRAMD1B,92942,True,701.0,0.7461185999899095,1.4197568311356816,1.2884366113350854,0.0
GRASP,593,True,969.0,0.0028987235525875237,0.0035141130264957094,1.1813315352542602,0.0
GRN,133480,True,1805.0,1.2440294092016126,2.2896600189135197,1.060728651311461,1.0
GSEC,15249,False,,0.07499988533530251,0.08028217678162886,0.9725368337168776,1.0
GSN,52695,True,1198.0,0.3223408110004724,0.44470480650792604,1.1327608215866902,1.0
GSTO1,191476,True,712.0,3.9243442325950455,15.746191087822124,1.2813676434013859,0.0
GTSE1,87633,True,200.0,1.039632706040995,3.675298055217248,2.162056512550432,0.0
GUCY1A1,8130,True,329.0,0.050732248758181324,0.09263046882705739,1.693915490875233,0.0
GYG1,63283,True,472.0,0.44210579423649365,0.8403767458366281,1.4761858702981476,0.0
GYPC,87082,True,711.0,0.6762190003990332,1.2416882752297755,1.2814641154220228,0.0
GZMA,643,True,87.0,0.005008553986432873,0.018569026900676227,3.5075451771309543,0.0
GZMB,659,True,186.0,0.004889302701041614,0.011616908090414425,2.2495930453205126,0.0
H1F0,3318,True,227.0,0.020350690510808296,0.04386038356069217,2.0233890548517106,0.0
H1FX,177518,True,309.0,3.6109059887078208,18.70625057442785,1.7442426386309489,0.0
H2AFJ,53537,True,1230.0,0.32791351529856394,0.4515798626644807,1.1276747604265709,0.0
H2AFX,116606,True,482.0,1.2595137299508776,3.205917888898634,1.4607617171191678,0.0
H2AFZ,215067,True,580.0,20.27124163521032,311.101801217139,1.371605733249727,0.0
H3F3B,217218,True,1320.0,19.962128543712478,245.14054422580057,1.112972957476851,0.0
HAP1,1033,True,952.0,0.005256229733014719,0.006595435226651796,1.1855196380733872,0.0
HAPLN1,14322,True,499.0,0.0864296623812647,0.13759514664344621,1.43636389242369,0.0
HAPLN3,45776,True,443.0,0.3316286514972916,0.6131833908895851,1.5112540823247869,0.0
HAS1,114148,True,265.0,1.5540277121640897,5.528736621157147,1.880939839286,0.0
HAS2,13810,True,1161.0,0.07282584267086187,0.09106102607061076,1.1377751806681313,0.0
HAS3,5546,True,1468.0,0.027748856792966008,0.03231779428326543,1.092763088176569,0.0
HASPIN,6424,False,,0.030399904598971687,0.03137474169281923,0.9681585222161282,1.0
HBEGF,16364,True,236.0,0.10177179890564013,0.22617846290844992,1.9980970815345385,0.0
HBP1,25805,True,1452.0,0.13751049181982047,0.16831156809156356,1.0949978812859589,0.0
HCFC1R1,118913,True,1302.0,1.0596531622230274,1.9452457549655986,1.115788757693535,0.0
HDAC9,4491,True,1103.0,0.02237337577456003,0.027413531748377903,1.1497348052731389,0.0
HEG1,63051,True,1424.0,0.4002210735367638,0.557814707164259,1.0993526251093593,0.0
HELLS,80198,True,997.0,0.5868860278772813,0.9453222300583534,1.1723233790470584,0.0
HERPUD1,92970,True,67.0,0.8895228572607979,5.626301161627489,4.0539429672514835,0.0
HES1,104496,True,509.0,0.9649538818586689,2.205412256390866,1.4301506525134788,0.0
HES4,93754,True,511.0,0.8116150751971086,1.7604114462661544,1.4295533580685815,0.0
HES6,41702,True,1122.0,0.24341939301095736,0.3290949059931166,1.1464286163159245,0.0
HEXIM1,49987,True,1372.0,0.29327101689240326,0.38961847627779966,1.1059925788936344,0.0
HEY1,40531,True,290.0,0.29923816774986584,0.6443777506338295,1.7877274596889556,0.0
HGF,1779,True,445.0,0.010085906791360703,0.01613028304406752,1.5095489164718172,0.0
HID1,2117,True,1254.0,0.010617950987721704,0.012642618052266182,1.1240194881113497,0.0
HIF1A-AS2,2341,True,480.0,0.012947937640750916,0.020091401814646637,1.4637053053283822,0.0
HIST1H1A,5224,True,184.0,0.03627073711054136,0.08742613729982124,2.257984733689894,0.0
HIST1H1B,35781,True,115.0,0.3609919872309393,1.3196396973435065,2.9393937172551725,0.0
HIST1H1C,144867,True,127.0,2.3677434446192445,15.19950403211307,2.7658573144621594,0.0
HIST1H1D,42607,True,195.0,0.3695551468396116,1.0200656488384976,2.2089594485827386,0.0
HIST1H1E,50123,True,398.0,0.35743279502080016,0.6948953899263967,1.566392268678685,0.0
HIST1H2AC,57851,True,228.0,0.46577258779875885,1.22432796059485,2.021562762921613,0.0
HIST1H2AE,3880,True,1114.0,0.018809596976521258,0.022978277099060578,1.1475595877570148,0.0
HIST1H2AH,14416,True,875.0,0.07895811069271237,0.10547244881079666,1.2103098894942932,0.0
HIST1H2BC,40264,True,492.0,0.2556655827030597,0.43816191228990037,1.4474200625758131,0.0
HIST1H2BG,2720,True,667.0,0.014067065088268884,0.019529121808290178,1.3079989334073125,0.0
HIST1H2BJ,29449,True,320.0,0.18658698234622317,0.3654263939674952,1.7056674453716942,0.0
HIST1H4C,181569,True,53.0,10.150453842872672,292.6687260352699,4.649699460208381,0.0
HIST1H4H,14394,True,650.0,0.07798116747008398,0.11363857609033798,1.3212277103889631,0.0
HIST2H2AC,39552,True,354.0,0.27774541685204124,0.5408476444880156,1.6323546400204407,0.0
HIST2H2BE,8185,True,937.0,0.042022318336719766,0.05360365974425031,1.1923357666743912,0.0
HIST3H2A,25165,True,364.0,0.14743586803469294,0.26741615230304344,1.6200361588743437,0.0
HIST3H2BB,713,True,1129.0,0.0033894884578515505,0.0040293137883998,1.145703931900465,0.0
HJURP,110012,True,238.0,1.486233356419159,5.488673045505101,1.9900033089372744,0.0
HLA-A,214760,True,397.0,13.943562035894637,175.92757987966897,1.567126100231601,1.0
HLA-B,190483,True,99.0,13.686575515876473,346.27715565063113,3.1923868348273583,1.0
HLA-C,214762,True,869.0,12.163199970645838,105.95952326163884,1.213125347926762,1.0
HLA-DMA,62637,True,158.0,0.6707976535016306,2.334641288561853,2.434634481567458,0.0
HLA-DMB,35458,True,633.0,0.22371541139400167,0.3494264770893331,1.334587681714295,0.0
HLA-DPA1,77200,True,75.0,1.5600911813674454,11.473142952613832,3.8815578442632632,0.0
HLA-DPB1,81718,True,191.0,0.9044613740500029,3.14439530341085,2.217325786022203,0.0
HLA-DQA1,5920,True,301.0,0.03724768033316975,0.06988392021141195,1.7568657045344491,0.0
HLA-DQB1,28617,True,225.0,0.22046352057314003,0.5216899817296934,2.0243128473635403,0.0
HLA-DRA,101395,True,58.0,2.9857769909231426,35.52389574844363,4.4982347669588245,0.0
HLA-DRB1,89724,True,50.0,2.886509469010719,37.22838464357787,4.97386671046695,0.0
HLA-DRB5,734,False,,0.0033803152820522228,0.0033964238560407396,0.9685353241843215,1.0
HLA-E,178705,True,669.0,4.141537515995726,17.559278681399434,1.3076067629924832,1.0
HLA-F,60039,True,898.0,0.4028079091121742,0.6150147275923276,1.2030670453181649,1.0
HLA-G,713,True,564.0,0.003421594573149197,0.0049143106347336145,1.3834058643343479,0.0
HMGA1,201857,True,485.0,6.844445871382902,45.78044536768936,1.4575898394156757,0.0
HMGA2,65618,True,544.0,0.47184523017791374,0.8573744505026711,1.3936803912028357,0.0
HMGB2,115655,True,275.0,1.5956922766446358,5.624165348105514,1.8420044190227458,0.0
HMGB3,122319,True,558.0,1.264214982548033,3.0621101690411643,1.3882689047664736,0.0
HMGCS1,24348,True,618.0,0.13601526416453008,0.20441354398663517,1.3443656456771886,0.0
HMGN2,194675,True,872.0,4.910648681126649,21.612460655861845,1.2120757043807349,0.0
HMMR,80222,True,144.0,1.0388071202190554,4.366528088192799,2.5713784193776563,0.0
HMOX1,53152,True,14.0,0.7443023111816427,15.83389187319896,14.415637422241028,0.0
HNRNPA1,208458,False,,5.614511046796957,16.89133318944118,0.7554934373610752,1.0
HNRNPC,199398,False,,3.946644222963211,10.513334704322249,0.847608971749305,1.0
HOMER3,126154,True,331.0,1.3932632196929737,4.255239398130278,1.6896041364202334,0.0
HOPX,750,True,627.0,0.0041095827580987674,0.005771411730017236,1.3390484510165421,0.0
HOTAIRM1,79256,True,404.0,0.6051865135969399,1.307378271813712,1.5583701970217751,0.0
HPGD,611,True,1081.0,0.0029537626073834894,0.0035046176918388425,1.1545293125372278,0.0
HS3ST1,2214,True,1020.0,0.011237140354176318,0.013899576225460225,1.167747698822684,0.0
HS3ST3A1,40928,True,1259.0,0.23995651914671118,0.31738047199783365,1.1231041259282102,0.0
HS6ST3,26016,True,1052.0,0.14428029555972424,0.18708032410162498,1.1593560020897649,0.0
HSD17B1,55689,True,1304.0,0.3325734886046224,0.4539875810281505,1.1151770612955714,0.0
HSD17B7,32579,True,834.0,0.1810326243997303,0.25365159345651433,1.2252126190412371,0.0
HSPA1A,141933,True,78.0,2.566805946052553,23.818900901710546,3.8260174095069415,1.0
HSPA1B,63713,True,286.0,0.45718649525058824,1.068107048425241,1.8034514369561114,0.0
HSPA5,211173,True,141.0,8.951345475560366,131.98066227338646,2.624612636995466,0.0
HSPA6,659,True,12.0,0.01132428552426993,0.5467744229543259,16.13276178485187,0.0
HSPA8,213854,True,584.0,17.66056038930958,238.66866379571516,1.3672251340450523,0.0
HSPB1,198547,True,377.0,5.989597618643563,39.854863215399774,1.5964646699164255,0.0
HSPB3,2052,True,864.0,0.01053997899342742,0.013557002964202118,1.2142120123133333,0.0
HSPH1,178958,True,743.0,2.934457658913804,9.73231357703547,1.266769783862975,0.0
HTRA1,5371,True,232.0,0.03289959500428846,0.0705925495355352,2.01231836462013,0.0
HTRA3,36580,True,259.0,0.2667559522444468,0.6035953226565339,1.9044549601835254,0.0
HYLS1,41466,True,1032.0,0.2472400207313773,0.3398380316223162,1.1639794222124045,0.0
ICAM1,173658,True,332.0,3.6461447435409378,18.353701241867757,1.6845084977822251,0.0
ID1,196756,True,207.0,10.054763859521985,132.53645032938778,2.1417541546788446,0.0
ID2,24053,True,124.0,0.15792080797332442,0.5068094110825858,2.8494082952244586,0.0
ID3,180564,True,180.0,6.417058437716429,63.97601605427086,2.276795917747309,0.0
ID4,8704,True,817.0,0.0457053484201498,0.060348518997707816,1.231498385588635,0.0
IDH1,96363,True,852.0,0.7843202906062093,1.4331312657450936,1.2175175864259729,0.0
IDH2,47454,False,,0.2682557664876368,0.3206201323943898,1.0054584392194523,1.0
IDI1,55123,True,395.0,0.3598269939044247,0.7010946064883633,1.5677202931576635,0.0
IDO1,93601,True,57.0,2.7333541258651453,30.932623978137105,4.503688996195089,0.0
IER2,121613,True,315.0,1.146509377278961,3.3617231475240033,1.7363441083003393,0.0
IER3,207259,True,168.0,8.535011718732084,109.6692389350131,2.3729407728447045,0.0
IER5,76337,True,1015.0,0.504556775078316,0.779981391412196,1.168550661291291,0.0
IER5L,122712,True,602.0,1.2362367963600838,2.9005182297824477,1.3550730982672852,0.0
IFI27,39352,True,435.0,0.2588395015296271,0.4665069834363591,1.5206952028782568,0.0
IFI35,132867,True,625.0,1.5272879047090497,3.8428921349319896,1.3402719672368542,0.0
IFIT1,5756,True,741.0,0.028794598834089354,0.038900073883476535,1.267412256933377,0.0
IFIT2,4241,True,240.0,0.02174501323230609,0.04575558370224547,1.9746239669844996,0.0
IFIT3,58050,True,681.0,0.3776137817793209,0.6163533585263642,1.3006932122705874,0.0
IFNGR1,99828,False,,0.7136180381328918,0.9738636524222893,0.9371250297764516,1.0
IFNGR2,129282,False,,1.116288349608076,1.7565227320810055,0.9400382623305178,1.0
IGF2BP3,176011,True,724.0,2.8721809684121693,9.457403884071901,1.273537025758679,0.0
IGFBP2,38834,True,90.0,0.32701454407022984,1.3624820757012135,3.4132041534264665,0.0
IGFBP3,92817,True,125.0,0.9991102019474652,4.588507000902291,2.8438308744966845,0.0
IGFBP4,182363,True,229.0,4.109917579015443,26.76906802498438,2.0188197713810387,0.0
IGFBP5,64571,True,25.0,1.4866828420333262,25.2026918057043,9.13370354254458,0.0
IGFBP7,205747,True,366.0,8.024487792796306,67.01504526841168,1.616571219975246,0.0
IGFN1,49282,True,164.0,0.40095034101281035,1.224072922905003,2.4073397175946125,0.0
IL11,177328,True,61.0,6.30123333348622,119.55143376645488,4.390031620064111,0.0
IL13RA2,14543,True,172.0,0.09952895742270453,0.2573464707141369,2.325650228578142,0.0
IL18,12335,True,543.0,0.07125264302127718,0.10903328130894961,1.3939110030639525,0.0
IL18BP,28892,True,1475.0,0.15718236732147853,0.19326759318566475,1.0922415267484333,0.0
IL1B,107751,True,6.0,7.995881244066102,879.0164673079984,21.337591878786668,0.0
IL1RL1,3319,True,20.0,0.03942172299761039,0.4831908593050532,10.768602004321528,0.0
IL20RB,9184,True,1157.0,0.04711343090534659,0.05758969498014592,1.138682049845258,0.0
IL24,3266,True,3.0,0.10496406408380614,9.410615694428724,52.87688696275442,0.0
IL32,14216,True,260.0,0.08925041393955795,0.188336602951704,1.9019668118938156,0.0
IL33,1802,True,33.0,0.017617084122608668,0.1602989220546392,7.4361328751773454,0.0
IL37,5975,True,18.0,0.07128016254867517,0.9391230174100033,12.00113911811203,0.0
IL6,83067,True,159.0,0.8472436900016971,3.1596114733820464,2.425270732784652,0.0
IL7R,72296,True,610.0,0.5469139143317112,0.9956009422148706,1.3500298792441718,0.0
ILF2,203098,False,,4.979286969045118,16.609617476597712,0.9100414854067761,1.0
IMPA2,38791,True,1355.0,0.22276598769877126,0.2887154685380377,1.1077921748519017,0.0
INCENP,29030,True,844.0,0.16821769780806964,0.2331669053928779,1.2220579937784353,0.0
ING1,37471,True,1456.0,0.20507551816976796,0.26068754841880826,1.094257145856834,0.0
INHBA,34310,True,30.0,0.42053048475647514,4.175583744342704,7.772315139117782,0.0
INSIG1,20543,True,572.0,0.11475642924958836,0.17636792923865402,1.3775217522534706,0.0
IQCG,9506,True,989.0,0.0462878450834071,0.05831810457201894,1.1745381917807358,0.0
IQGAP2,9603,True,813.0,0.05107624285065611,0.06789655802341706,1.232729342559184,0.0
IRF1,172567,True,325.0,5.116357148426571,32.47483848488391,1.699820966720575,0.0
IRF3,129392,False,,1.0846271333366968,1.6128697713255302,0.8968605890524899,1.0
IRS1,51476,True,1464.0,0.30759951749095293,0.40664800693240505,1.093185571874105,0.0
IRS2,16862,True,1275.0,0.08826888412902989,0.10975876879333275,1.1211084469668542,0.0
IRX3,102306,True,718.0,0.8838859407321111,1.7581868973224364,1.2773100837281277,0.0
ISG15,174657,True,740.0,2.625294114949066,8.172548356683286,1.2674665330589299,0.0
ISG20,79291,True,336.0,0.6732147853247533,1.609712635303471,1.6708648555138,0.0
ISYNA1,40635,True,1526.0,0.23204006843189146,0.2960649688476417,1.0868638955194918,1.0
ITGA1,45012,True,623.0,0.27758488627555306,0.44387956068394285,1.340555179241124,0.0
ITGA11,38379,True,1288.0,0.21965169451489952,0.28716245011941943,1.1187277020695856,0.0
ITGA2,83058,True,291.0,0.7827470909566246,2.098210220145449,1.7872720363982173,0.0
ITGA3,185720,False,,2.8985355024836372,6.821147030099122,0.9053539982826329,1.0
ITGA6,160294,True,1209.0,2.1137427933237625,5.2316984784886245,1.131251258076002,0.0
ITGB1,187580,True,1487.0,3.260201718135827,9.915558219332702,1.0908239414482783,0.0
ITGB8,20080,True,932.0,0.10913785907250019,0.14515729611771985,1.1937192730334487,0.0
JAG1,81310,True,986.0,0.5768368137891179,0.9268231370429448,1.1750797877457204,0.0
JAK1,120905,False,,0.9537167415044926,1.3487471936323594,0.8880139317130571,1.0
JAK2,16811,False,,0.08308145321451013,0.08893922081067356,0.9674660958622414,1.0
JCAD,22456,True,1190.0,0.12187481366986658,0.15452992969265666,1.134493480166871,0.0
JPT1,201477,True,394.0,6.406972530925069,43.96095841944651,1.5687363958032436,1.0
JUN,147706,True,307.0,1.9620918510092786,7.222586705936968,1.746263184842113,0.0
JUNB,79750,True,321.0,0.6453375040705968,1.5552336319502433,1.7053751233151895,0.0
JUND,119964,True,938.0,1.0857187412568168,2.1459780138377775,1.191704435303743,0.0
JUP,1538,True,1142.0,0.0077284006109335085,0.009374926132527831,1.143105388320228,0.0
KCNAB2,21240,True,1128.0,0.11560953459892583,0.14781698545545308,1.1457708082635738,0.0
KCNE4,93613,True,310.0,0.9170377980708811,2.517788610953836,1.7440283629265194,0.0
KCNG1,19978,True,929.0,0.11032119875061346,0.14695240111932692,1.195180493053669,0.0
KCNJ15,15654,True,1278.0,0.08308603980240979,0.10298724183803602,1.1202134277008753,0.0
KCNK1,5099,True,550.0,0.028799185421989018,0.04269293531384179,1.3907663204254639,0.0
KCNK6,2155,True,760.0,0.011232553766276654,0.014986705603122088,1.2595951430706178,0.0
KCNMA1,129262,True,94.0,2.2503359675636503,16.86911956784162,3.3177838612386115,0.0
KCNN3,6745,True,1294.0,0.03417007985249533,0.0407173130961332,1.1172071043726914,0.0
KCNN4,40016,True,1282.0,0.2312511753131493,0.3039341500181274,1.119893499755687,1.0
KCNQ1OT1,71980,True,246.0,0.5737087608415471,1.532267772460234,1.9562102004651185,0.0
KDELR3,41766,True,400.0,0.26371045787907005,0.4897567423779111,1.5646478225196083,0.0
KDM5B,63160,True,990.0,0.4137882005439693,0.6193585623342389,1.1745248321442032,0.0
KDM6B,32018,True,807.0,0.17763396276607943,0.2503711220497161,1.2354080577080169,0.0
KDR,3367,True,1492.0,0.016736459245873216,0.01941020181176409,1.0904102682872912,1.0
KIAA0040,12369,True,732.0,0.0663083012654396,0.0921467205223662,1.2704997893301344,0.0
KIAA2012,590,True,1100.0,0.0029033101404871875,0.0034269408450417196,1.1500671333452295,0.0
KIF11,41928,True,679.0,0.26622849463598547,0.41151865845729557,1.3012143396655709,0.0
KIF14,41911,True,328.0,0.3088378962238622,0.6336097541473906,1.69549131309923,0.0
KIF15,29458,True,1061.0,0.1675526425626184,0.21990099536079136,1.1576130513290959,0.0
KIF18A,56011,True,1205.0,0.34921362950460266,0.48816917558813616,1.1315924771773578,0.0
KIF18B,24383,True,1076.0,0.13560705784146002,0.17517471185935082,1.1555010596410156,0.0
KIF20A,22385,True,629.0,0.13425860099895884,0.20093008279546273,1.33853725216269,0.0
KIF20B,90139,True,384.0,0.8160824118113812,1.9624727721963724,1.5821672936590234,0.0
KIF22,88098,True,682.0,0.7189889325633981,1.3644474233364536,1.3001273971072353,0.0
KIF23,79943,True,319.0,0.7687717576263491,1.9633936291493133,1.7127434667427317,0.0
KIF2C,58537,True,352.0,0.4783994642865333,1.0238183623833574,1.6366682950883051,0.0
KIF4A,60765,True,538.0,0.44982043508372815,0.8122047850713465,1.3980319741139609,0.0
KIFC1,44152,True,566.0,0.298949212712187,0.49752685122234025,1.3818332386882464,0.0
KISS1,664,True,96.0,0.004458163438473216,0.01541865036801925,3.2857444535763913,0.0
KLF10,87995,True,1427.0,0.6067230205433272,0.9251440901383202,1.099139801123338,0.0
KLF2,14982,True,663.0,0.07912781444499993,0.11443996103762524,1.3102485001439013,0.0
KLF4,17817,True,1001.0,0.0947680791828535,0.12328759848792646,1.1710812515112887,1.0
KLF5,35057,True,1088.0,0.19784705563989782,0.2640954262697162,1.1535536637014356,0.0
KLF6,47954,True,515.0,0.2970687116733249,0.5082520278020807,1.4218051394383713,0.0
KLF9,29344,True,908.0,0.16626839795071252,0.22611800567769927,1.200568489742545,0.0
KLHDC7B,1422,True,569.0,0.007613735913441913,0.011142529782611689,1.3788716617088408,0.0
KNL1,48679,True,456.0,0.34570947634925947,0.6379720488822114,1.4968027583345487,0.0
KNSTRN,59018,True,448.0,0.4395510647763809,0.8526417182270569,1.507889866044883,0.0
KPNA2,159462,True,97.0,3.6295000160530577,35.419282020498436,3.275119701716341,0.0
KRBOX1,616,True,1153.0,0.0030546675411760927,0.0035865703696695474,1.1396584266704037,0.0
KRT15,11376,True,1172.0,0.05928623519105432,0.07329247944705185,1.136623322429939,0.0
KRT16,1210,True,406.0,0.006398290120031005,0.010577061383883302,1.5576547270491305,0.0
KRT17,17080,True,34.0,0.22555004655386718,1.7744963945156418,6.717837445759212,0.0
KRT18,217315,True,419.0,37.849706687703815,1190.6049241316991,1.5406864624521082,0.0
KRT19,9153,True,169.0,0.0626848968247052,0.15999140247077806,2.3401792849618333,0.0
KRT34,3547,True,387.0,0.019809473138647966,0.03330539883094013,1.5787488817856727,0.0
KRT5,1456,True,248.0,0.009090617217133657,0.01869493728580833,1.940683296733892,0.0
KRT7,37679,True,1311.0,0.21351942649304903,0.2774486994141124,1.1145135845633773,0.0
KRT75,1413,True,308.0,0.008072394703408294,0.014942220585260393,1.745185391903742,0.0
KRT8,145192,True,73.0,2.6350130947084534,25.402486111947177,3.9169643217618533,0.0
KRT80,15588,True,808.0,0.08622326592577984,0.11801385533770639,1.2350133746600778,0.0
KRT81,52311,True,8.0,2.079517674416471,88.77914745065824,19.674387158531204,0.0
KRT86,3116,True,358.0,0.01708962651414733,0.02954842106725136,1.6253794638693209,0.0
KRTAP1-5,1090,True,399.0,0.006090988730753531,0.010117651871637224,1.565870182964741,0.0
KRTAP2-3,16963,True,28.0,0.21124906548271544,2.063810236127433,8.387080229363859,0.0
KRTAP3-1,1618,True,29.0,0.017520765776715727,0.1617562615226309,8.14230557524966,0.0
KYNU,42008,True,113.0,0.4514028079091122,1.7296737015370007,2.9649375572912238,0.0
LAG3,626,True,915.0,0.003210611529764662,0.003980041701123538,1.1990392505130925,0.0
LAMA4,30981,True,525.0,0.18705022772408922,0.3029350518420752,1.4100020555869706,0.0
LAMB3,23830,True,520.0,0.14217046512587891,0.2247077967420818,1.4137538902097657,0.0
LAMP2,108254,False,,0.7740692666504607,0.9917251979396369,0.857300717723572,1.0
LAMP5,7302,True,1099.0,0.03788980263912268,0.04656321879224486,1.1504757692363068,0.0
LAP3,177494,True,451.0,4.128245584262499,20.073097360962272,1.502760055915481,0.0
LARP6,109228,True,1485.0,0.8728001577786237,1.4771970626227997,1.0908816459844923,0.0
LBH,673,True,532.0,0.0035041531553431458,0.005115549645406141,1.4040482310956088,0.0
LCP1,5113,True,1321.0,0.0257353447050136,0.03052204315476193,1.11295518298299,1.0
LDHA,216616,True,1290.0,21.746077320698813,290.2319830324228,1.1184448871273291,0.0
LDLR,57883,True,889.0,0.36091860182454466,0.541170847616768,1.2057105216451764,0.0
LGALS1,215225,True,271.0,19.36877542689667,385.43078508677667,1.8534835513771273,0.0
LGALS3,210639,True,798.0,8.321712448458218,54.784780005340245,1.239568544258797,1.0
LGALS3BP,198859,True,1503.0,4.873442280084577,19.181055896237567,1.0895307413623672,1.0
LHX1,69371,True,340.0,0.5439509785485284,1.2183207037139085,1.6632811021903169,0.0
LHX1-DT,14458,True,1430.0,0.07521086837868704,0.09097397640796138,1.0988017472537834,0.0
LIF,83099,True,437.0,0.6732423048521513,1.4626564184209478,1.5181417994187802,0.0
LIMA1,192264,True,778.0,4.681947648685713,20.569753046638215,1.2495008497615065,0.0
LIMCH1,93253,True,691.0,0.7834534254931729,1.5217505553370612,1.2946948807045022,0.0
LIMD2,66368,True,893.0,0.4507698587789586,0.7014866955282675,1.2044550572520878,0.0
LINC00326,14401,True,442.0,0.07962316593816363,0.13289122324543146,1.5115410259747575,0.0
LINC00473,26639,True,876.0,0.15046301604847107,0.2041456558324935,1.2101364241741233,0.0
LINC00632,13721,True,1094.0,0.07248184857838708,0.09178524280092464,1.1525394402888962,0.0
LINC00937,74302,True,1051.0,0.5150096089016498,0.7937201574797131,1.159562639002567,0.0
LINC00973,15696,True,418.0,0.08957606168043407,0.15315870361962924,1.5409411292623039,0.0
LINC01220,796,True,241.0,0.005164497975021443,0.010770205274967649,1.9712053182249518,0.0
LINC01433,4027,True,887.0,0.020589193081590813,0.026458198161028307,1.206341990519701,0.0
LINC01705,742,True,69.0,0.005650676292385805,0.024167018460219104,3.9871038020484786,0.0
LINC01807,36153,True,605.0,0.19893407697211812,0.3116904969110452,1.353119492929621,0.0
LINC02056,765,True,1342.0,0.003696789847129025,0.00427939964675413,1.109849896685529,0.0
LINC02376,1865,True,372.0,0.010484939938631454,0.01791543865089707,1.612971848234551,0.0
LMCD1,19338,True,1188.0,0.10157916221385424,0.12818345653476731,1.1345845340297491,0.0
LMNB1,78453,True,1284.0,0.5494686437918239,0.830420252366632,1.11950303054282,0.0
LMO2,4599,True,1458.0,0.022611878345342548,0.026357055762877505,1.093749277026534,0.0
LMO7,33145,True,984.0,0.19049475523673673,0.2581030763797174,1.1766714496697963,0.0
LOX,36882,True,1047.0,0.21365702413003895,0.2891408127697752,1.160670081170379,0.0
LPAR1,25500,True,1066.0,0.14140450494663506,0.18287956075196662,1.156922953435774,0.0
LPAR6,14504,True,36.0,0.08437487100221532,0.6070644779663152,6.497813351739509,0.0
LRPAP1,180034,False,,2.506152907667399,5.474248465208859,0.9125832856586,1.0
LRRC17,75240,True,110.0,0.9101028771665894,4.3182556960806,3.0206965213498687,0.0
LRRC45,36266,True,1480.0,0.20464437890719955,0.25946069322889087,1.091625980592546,0.0
LRRC8B,6447,True,1229.0,0.031569484513385954,0.03796660599237472,1.128074859311751,0.0
LSM2,159513,True,1447.0,1.9973856448971916,4.656162612800325,1.0961596660083164,0.0
LSP1,6239,True,1431.0,0.030831043861540085,0.03610924258190783,1.0986464120399855,0.0
LTBP1,40189,True,765.0,0.24638691538203983,0.3657423485848305,1.2574086748049538,0.0
LUCAT1,41346,True,1493.0,0.2344938929582116,0.30045620810663426,1.0904076175842012,0.0
LUM,8938,True,677.0,0.048209625413366236,0.06750694241640266,1.3029362261393727,0.0
LURAP1L,51708,True,959.0,0.3206254271259982,0.46209938042569804,1.184348431677695,0.0
LY6E,201753,True,428.0,5.7405780018071155,35.54611758394297,1.5309063594762162,0.0
LY96,5813,True,2000.0,0.028496470620611208,0.03178497714967388,1.0464547759769567,1.0
LYPD1,51530,True,636.0,0.34216404390281935,0.5602323583460066,1.3306753821117392,0.0
LYPD6B,43832,True,728.0,0.2758878487526774,0.4181614578525596,1.2715262107717327,0.0
LZTS1,7722,True,1206.0,0.039646465804693914,0.04794518061875058,1.131435952484387,0.0
MAD1L1,111808,True,964.0,0.9326459566934371,1.7445437969488184,1.1823180879657846,0.0
MAD2L1,132989,True,631.0,1.668742862122581,4.354244978734622,1.3366056171302467,0.0
MAF,31660,True,1261.0,0.17702853316332381,0.22672630652073442,1.123013486430504,0.0
MAFB,21283,True,74.0,0.19550789581106928,0.8768967023801436,3.881814178144049,0.0
MAFF,43602,True,250.0,0.2806533135804281,0.6497061072629892,1.938169400807739,0.0
MAGEA1,1084,True,491.0,0.006256105895141428,0.009611086162012712,1.4478563361646628,0.0
